Functional Description,Method Name
如果 uri 是程序 uri，则返回 true,is program uri
返回与所选视图匹配的匹配器,is selected
获取字体中前256个字符的前进宽度,getWidths
在关键帧之间添加新的过渡,add transition
获取此构建器使用的元数据包,get extras
访问任何指令，就像将其自身传递给该指令的 accept方法并传递 null作为附加参数一样。,visit
删除该集合中的所有元素,clear
返回与此图形配置兼容的数据布局和颜色模型的易失图像,createCompatibleVolatileImage
设置当滑动窗格在关闭状态下完全覆盖时用于淡出滑动窗格覆盖的窗格的颜色,set covered fade color
将指定参数设置为给定输入流，该输入流将具有指定的字节数。,setAsciiStream
从电话号码字符串中删除分隔符,strip separators
聚焦切换按钮的颜色。,focusColor
拆除会议对象及其任何当前连接,destroy
设置用于实时预览的表面纹理,set preview texture
您必须更改哪些内容才能安排工作,get trigger content uris
使用给定的 java.sql.Time值设置此 RowSet对象命令中的指定参数。,setTime
返回效果唯一标识符,get id
注册一个回调，当悬停事件发送到此视图时调用,set on hover listener
类似于设置文本字符序列，只不过它可以禁用过滤,set text
根据电话号码分配联系人,assign contact from phone
要使用的基URI（参见[ IETF RFC 2396 ]中的第5.1.4节）），用于将相对 systemId解析为绝对URI。,setBaseURI
设置先前编码的路径,encoded path
设置内存中一次可以有多少个类实例的上限,set class instance limit
当与媒体浏览器的连接失败时调用,on connection failed
返回视频宽度的对齐要求（以像素为单位）,get width alignment
如果每个显示行的高度是固定大小，则返回true,isFixedRowHeight
检索此上下文的主题中的样式属性信息,obtain styled attributes
返回最内层的元素，松散地说，这个元素是封闭的。,getEnclosingElement
当 id 不存在或订阅时出现其他错误时调用,on error
创建一个可以打印multiDoc的作业。,createMultiDocPrintJob
返回输入法当前活动的输入绑定，如果没有则返回 null,get current input binding
设置图块的当前状态,set state
从本地日期时间获得 ZonedDateTime的实例。,of
删除子视图并使用给定的回收器回收它,remove and recycle view
将给定数量的项目 n添加到此订阅的当前未履行需求中。,request
返回当前与电话会议关联的连接列表,get connections
将指定参数设置为 Reader对象。,setNClob
脱离父母的一系列观点,detach views from parent
获取自上次通道重置以来的累积增量范围，以米为单位,get accumulated delta range meters
注册一个回调，当触摸模式改变时调用,add on touch mode change listener
返回 ScriptEngine的版本。,getEngineVersion
匹配弹出窗口的根 - 例如自动完成建议或操作栏微调器,is platform popup
设置图像使用的缩放模式,set image scale mode
将鼠标光标移动到组件但未按下任何按钮时调用。,mouseMoved
从自定义操作发送 id 和 args 供媒体会话 compat 执行,send custom action
返回该组的子项在绘制之前是否被剪裁到其边界,get clip children
表示字节流的语言和绑定依赖类型的属性。,getByteStream
返回此样本的 hsl 值,get hsl
构造一个新的 Thread 。,newThread
返回一个新的字符序列，其中包含此缓冲区指定范围的副本，包括重叠的范围,sub sequence
树选择监听器值更改方法,valueChanged
创建渲染脚本上下文,create multi context
调整最相关的流或给定的后备流的音量,adjust suggested stream volume
返回布局管理器当前是否附加到附加到窗口的回收器视图,is attached to window
获取这些规则中指定的本地日期时间的合适偏移量。,getOffset
在 honeycomb 及以上，将 ctrl 设置为结果键的元状态,with ctrl pressed
获取“自动注册”标志,get auto registration
获得视觉提示，仅应显示此通知的背景图像，而应隐藏其他语义内容,get hint show background only
向此 PreparedStatement对象的一批命令添加一组参数。,addBatch
从图像读取器的队列中获取下一个图像,acquire next image
设置脚本,set script
返回页之间的边距,get page margin
设置行缩放属性,set scaling enabled
为父视图的选定边缘启用边缘跟踪,set edge tracking enabled
从片段的包含活动中调用启动意图发送器以获取结果意图发送器、int、intent、int、bundle,start intent sender for result
提交Runnable任务以执行并返回表示该任务的Future。,submit
用于为默认区域设置方向性创建 bidi 格式化程序实例的工厂,get instance
返回当对象的文本值以给定字符串开头时满足的条件,text starts with
如果源占据整个屏幕则获取,is full screen
设置通过箭头键更改的进度量,set key progress increment
选择整个文本,select all
相当于：specstart、size、alignment、0f,spec
释放与该请求相关的所有资源,close
给定 aKey和模型，返回应该被选中的行。,selectionForKey
返回已分配给给定包的所有 posix 辅助组 id 的数组,get package gids
开始文本选择,get text selection start
设置锁定屏幕上显示的设备所有者信息,set device owner lock screen info
RowSorter发生变化的通知。,sorterChanged
返回显示用户可能采取的按钮操作的引导操作造型师,get guided button actions stylist
如果此通知是组的一部分，则返回 true,is group
返回回收者视图的高度测量规格模式,get height mode
返回与给定活动关联的后台管理器,get instance
返回用于绘制这九个补丁的位图,get bitmap
"ztbmv 执行矩阵向量运算之一 x := ax 或 x := atx 或 x := ahx 详细信息： 注意：对于 nn 矩阵，输入分配的大小也应为 nn dimy=n , dimx=n ，但是仅区域 nk+1 会被引用",ztbmv
指定标识服务器的 x.509 证书列表,set ca certificates
列出模块的内容，返回元素流，这些元素是模块中所有资源的名称。,list
设置浏览片段的品牌颜色,set brand color
询问编辑器是否可以使用 anEvent开始编辑。,isCellEditable
返回当前为设备设置的时区字符串,get current timezone
设置用于录音的音频源,set audio source
尝试建立可用作池连接的物理数据库连接。,getPooledConnection
创建和/或打开将用于读写的数据库,get writable database
返回“attribute”的布尔值，该值被格式化为无符号值,get attribute unsigned int value
停止动画并隐藏视图,hide
在绘制之前，将渲染的图像应用从图像空间到用户空间的转换,drawRenderedImage
返回当前页面的索引,get current page index
为需要在实际备份或恢复操作开始之前进行一次性初始化的代理实现提供便利。,on create
获取此对象的字体。,getFont
分配一个新的长缓冲区。,allocate
如果分派到此视图组的运动事件可以拆分到多个子视图，则返回 true,is motion event splitting enabled
使用给定的选项卡扩展实现时确定所需的跨度。,getTabbedSpan
获得合成器附带的乐器列表。,getAvailableInstruments
获取此窗口是否具有辅助功能焦点,is accessibility focused
